Trial,Condition,Duration_Seconds,Filename_left,Filename_right,Is_repeat,Display,Category,Stim
69,2D_Hand,1,Hand_12_R.png,Hand_12_R.png,0,2D,Hand,12
69,NULL,3,,,0,,,NaN
70,2D_Hand,1,Hand_14_R.png,Hand_14_R.png,0,2D,Hand,14
70,NULL,7,,,0,,,NaN
71,3D_Hand,1,Hand_05_L.png,Hand_05_R.png,0,3D,Hand,5
71,NULL,3,,,0,,,NaN
72,2D_Hand,1,Hand_15_R.png,Hand_15_R.png,0,2D,Hand,15
72,NULL,3,,,0,,,NaN
73,2D_Hand,1,Hand_15_R.png,Hand_15_R.png,1,2D,Hand,15
73,NULL,3,,,0,,,NaN
74,2D_Face,1,Face_04_R.png,Face_04_R.png,0,2D,Face,4
74,NULL,3,,,0,,,NaN
75,3D_Object,1,Object_14_L.png,Object_14_R.png,0,3D,Object,14
75,NULL,3,,,0,,,NaN
76,2D_Face,1,Face_07_R.png,Face_07_R.png,0,2D,Face,7
76,NULL,7,,,0,,,NaN
77,3D_Object,1,Object_04_L.png,Object_04_R.png,0,3D,Object,4
77,NULL,3,,,0,,,NaN
78,2D_Object,1,Object_04_R.png,Object_04_R.png,0,2D,Object,4
78,NULL,3,,,0,,,NaN
79,2D_Face,1,Face_12_R.png,Face_12_R.png,0,2D,Face,12
79,NULL,3,,,0,,,NaN
80,3D_Face,1,Face_14_L.png,Face_14_R.png,0,3D,Face,14
80,NULL,3,,,0,,,NaN
81,3D_Hand,1,Hand_12_L.png,Hand_12_R.png,0,3D,Hand,12
81,NULL,3,,,0,,,NaN
82,3D_Face,1,Face_10_L.png,Face_10_R.png,0,3D,Face,10
82,NULL,7,,,0,,,NaN
83,2D_Hand,1,Hand_07_R.png,Hand_07_R.png,0,2D,Hand,7
83,NULL,7,,,0,,,NaN
84,2D_Object,1,Object_06_R.png,Object_06_R.png,0,2D,Object,6
84,NULL,3,,,0,,,NaN
85,3D_Hand,1,Hand_07_L.png,Hand_07_R.png,0,3D,Hand,7
85,NULL,7,,,0,,,NaN
86,3D_Object,1,Object_02_L.png,Object_02_R.png,0,3D,Object,2
86,NULL,3,,,0,,,NaN
87,3D_Hand,1,Hand_15_L.png,Hand_15_R.png,0,3D,Hand,15
87,NULL,3,,,0,,,NaN
88,2D_Hand,1,Hand_05_R.png,Hand_05_R.png,0,2D,Hand,5
88,NULL,3,,,0,,,NaN
89,3D_Object,1,Object_05_L.png,Object_05_R.png,0,3D,Object,5
89,NULL,3,,,0,,,NaN
90,3D_Face,1,Face_05_L.png,Face_05_R.png,0,3D,Face,5
90,NULL,7,,,0,,,NaN
91,2D_Object,1,Object_14_R.png,Object_14_R.png,0,2D,Object,14
91,NULL,3,,,0,,,NaN
92,3D_Face,1,Face_04_L.png,Face_04_R.png,0,3D,Face,4
92,NULL,3,,,0,,,NaN
93,2D_Face,1,Face_16_R.png,Face_16_R.png,0,2D,Face,16
93,NULL,3,,,0,,,NaN
94,2D_Object,1,Object_02_R.png,Object_02_R.png,0,2D,Object,2
94,NULL,7,,,0,,,NaN
95,3D_Object,1,Object_10_L.png,Object_10_R.png,0,3D,Object,10
95,NULL,7,,,0,,,NaN
96,2D_Hand,1,Hand_16_R.png,Hand_16_R.png,0,2D,Hand,16
96,NULL,7,,,0,,,NaN
97,3D_Hand,1,Hand_10_L.png,Hand_10_R.png,0,3D,Hand,10
97,NULL,3,,,0,,,NaN
98,2D_Face,1,Face_13_R.png,Face_13_R.png,0,2D,Face,13
98,NULL,7,,,0,,,NaN
0,NULL,16,,,0,,,NaN
