Trial,Condition,Duration_Seconds,Filename_left,Filename_right,Is_repeat,Display,Category,Stim
75,2D_Face,1,Face_03_R.png,Face_03_R.png,0,2D,Face,3
75,NULL,3,,,0,,,NaN
76,3D_Object,1,Object_07_L.png,Object_07_R.png,0,3D,Object,7
76,NULL,7,,,0,,,NaN
77,2D_Object,1,Object_03_R.png,Object_03_R.png,0,2D,Object,3
77,NULL,3,,,0,,,NaN
78,3D_Face,1,Face_10_L.png,Face_10_R.png,0,3D,Face,10
78,NULL,3,,,0,,,NaN
79,2D_Object,1,Object_06_R.png,Object_06_R.png,0,2D,Object,6
79,NULL,3,,,0,,,NaN
80,3D_Face,1,Face_12_L.png,Face_12_R.png,0,3D,Face,12
80,NULL,3,,,0,,,NaN
81,2D_Face,1,Face_15_R.png,Face_15_R.png,0,2D,Face,15
81,NULL,3,,,0,,,NaN
82,2D_Object,1,Object_11_R.png,Object_11_R.png,0,2D,Object,11
82,NULL,7,,,0,,,NaN
83,3D_Hand,1,Hand_08_L.png,Hand_08_R.png,0,3D,Hand,8
83,NULL,7,,,0,,,NaN
84,3D_Object,1,Object_04_L.png,Object_04_R.png,0,3D,Object,4
84,NULL,7,,,0,,,NaN
85,2D_Face,1,Face_05_R.png,Face_05_R.png,0,2D,Face,5
85,NULL,3,,,0,,,NaN
86,2D_Face,1,Face_05_R.png,Face_05_R.png,1,2D,Face,5
86,NULL,7,,,0,,,NaN
87,3D_Hand,1,Hand_05_L.png,Hand_05_R.png,0,3D,Hand,5
87,NULL,7,,,0,,,NaN
88,2D_Face,1,Face_06_R.png,Face_06_R.png,0,2D,Face,6
88,NULL,7,,,0,,,NaN
89,2D_Hand,1,Hand_16_R.png,Hand_16_R.png,0,2D,Hand,16
89,NULL,3,,,0,,,NaN
90,3D_Face,1,Face_13_L.png,Face_13_R.png,0,3D,Face,13
90,NULL,7,,,0,,,NaN
91,2D_Object,1,Object_08_R.png,Object_08_R.png,0,2D,Object,8
91,NULL,7,,,0,,,NaN
92,2D_Hand,1,Hand_02_R.png,Hand_02_R.png,0,2D,Hand,2
92,NULL,3,,,0,,,NaN
93,2D_Object,1,Object_12_R.png,Object_12_R.png,0,2D,Object,12
93,NULL,3,,,0,,,NaN
94,3D_Object,1,Object_14_L.png,Object_14_R.png,0,3D,Object,14
94,NULL,3,,,0,,,NaN
95,3D_Face,1,Face_15_L.png,Face_15_R.png,0,3D,Face,15
95,NULL,3,,,0,,,NaN
96,3D_Hand,1,Hand_02_L.png,Hand_02_R.png,0,3D,Hand,2
96,NULL,7,,,0,,,NaN
97,3D_Face,1,Face_09_L.png,Face_09_R.png,0,3D,Face,9
97,NULL,3,,,0,,,NaN
98,2D_Hand,1,Hand_08_R.png,Hand_08_R.png,0,2D,Hand,8
98,NULL,3,,,0,,,NaN
0,NULL,16,,,0,,,NaN
