Trial,Condition,Duration_Seconds,Filename_left,Filename_right,Is_repeat,Display,Category,Stim
34,3D_Hand,1,Hand_14_L.png,Hand_14_R.png,0,3D,Hand,14
34,NULL,7,,,0,,,NaN
35,3D_Object,1,Object_02_L.png,Object_02_R.png,0,3D,Object,2
35,NULL,3,,,0,,,NaN
36,2D_Hand,1,Hand_05_R.png,Hand_05_R.png,0,2D,Hand,5
36,NULL,3,,,0,,,NaN
37,2D_Hand,1,Hand_16_R.png,Hand_16_R.png,0,2D,Hand,16
37,NULL,3,,,0,,,NaN
38,3D_Hand,1,Hand_12_L.png,Hand_12_R.png,0,3D,Hand,12
38,NULL,3,,,0,,,NaN
39,2D_Hand,1,Hand_01_R.png,Hand_01_R.png,0,2D,Hand,1
39,NULL,7,,,0,,,NaN
40,2D_Face,1,Face_13_R.png,Face_13_R.png,0,2D,Face,13
40,NULL,7,,,0,,,NaN
41,3D_Face,1,Face_16_L.png,Face_16_R.png,0,3D,Face,16
41,NULL,3,,,0,,,NaN
42,3D_Object,1,Object_10_L.png,Object_10_R.png,0,3D,Object,10
42,NULL,3,,,0,,,NaN
43,3D_Hand,1,Hand_04_L.png,Hand_04_R.png,0,3D,Hand,4
43,NULL,7,,,0,,,NaN
44,2D_Object,1,Object_09_R.png,Object_09_R.png,0,2D,Object,9
44,NULL,3,,,0,,,NaN
45,2D_Object,1,Object_15_R.png,Object_15_R.png,0,2D,Object,15
45,NULL,7,,,0,,,NaN
46,3D_Object,1,Object_16_L.png,Object_16_R.png,0,3D,Object,16
46,NULL,3,,,0,,,NaN
47,2D_Face,1,Face_02_R.png,Face_02_R.png,0,2D,Face,2
47,NULL,3,,,0,,,NaN
48,3D_Object,1,Object_11_L.png,Object_11_R.png,0,3D,Object,11
48,NULL,3,,,0,,,NaN
49,3D_Face,1,Face_12_L.png,Face_12_R.png,0,3D,Face,12
49,NULL,7,,,0,,,NaN
50,3D_Face,1,Face_15_L.png,Face_15_R.png,0,3D,Face,15
50,NULL,3,,,0,,,NaN
51,3D_Face,1,Face_15_L.png,Face_15_R.png,1,3D,Face,15
51,NULL,3,,,0,,,NaN
52,2D_Face,1,Face_06_R.png,Face_06_R.png,0,2D,Face,6
52,NULL,7,,,0,,,NaN
53,2D_Object,1,Object_13_R.png,Object_13_R.png,0,2D,Object,13
53,NULL,3,,,0,,,NaN
54,2D_Face,1,Face_14_R.png,Face_14_R.png,0,2D,Face,14
54,NULL,3,,,0,,,NaN
55,2D_Face,1,Face_15_R.png,Face_15_R.png,0,2D,Face,15
55,NULL,7,,,0,,,NaN
56,3D_Hand,1,Hand_07_L.png,Hand_07_R.png,0,3D,Hand,7
56,NULL,7,,,0,,,NaN
57,3D_Hand,1,Hand_11_L.png,Hand_11_R.png,0,3D,Hand,11
57,NULL,3,,,0,,,NaN
58,3D_Object,1,Object_01_L.png,Object_01_R.png,0,3D,Object,1
58,NULL,3,,,0,,,NaN
59,2D_Hand,1,Hand_10_R.png,Hand_10_R.png,0,2D,Hand,10
59,NULL,7,,,0,,,NaN
60,2D_Object,1,Object_04_R.png,Object_04_R.png,0,2D,Object,4
60,NULL,7,,,0,,,NaN
61,2D_Hand,1,Hand_02_R.png,Hand_02_R.png,0,2D,Hand,2
61,NULL,3,,,0,,,NaN
62,2D_Hand,1,Hand_13_R.png,Hand_13_R.png,0,2D,Hand,13
62,NULL,3,,,0,,,NaN
63,3D_Face,1,Face_14_L.png,Face_14_R.png,0,3D,Face,14
63,NULL,7,,,0,,,NaN
64,3D_Hand,1,Hand_13_L.png,Hand_13_R.png,0,3D,Hand,13
64,NULL,3,,,0,,,NaN
65,2D_Face,1,Face_05_R.png,Face_05_R.png,0,2D,Face,5
65,NULL,3,,,0,,,NaN
66,2D_Hand,1,Hand_04_R.png,Hand_04_R.png,0,2D,Hand,4
66,NULL,3,,,0,,,NaN
67,3D_Object,1,Object_05_L.png,Object_05_R.png,0,3D,Object,5
67,NULL,7,,,0,,,NaN
68,2D_Object,1,Object_07_R.png,Object_07_R.png,0,2D,Object,7
68,NULL,3,,,0,,,NaN
69,3D_Hand,1,Hand_02_L.png,Hand_02_R.png,0,3D,Hand,2
69,NULL,3,,,0,,,NaN
70,3D_Face,1,Face_05_L.png,Face_05_R.png,0,3D,Face,5
70,NULL,3,,,0,,,NaN
71,2D_Object,1,Object_01_R.png,Object_01_R.png,0,2D,Object,1
71,NULL,3,,,0,,,NaN
72,3D_Face,1,Face_02_L.png,Face_02_R.png,0,3D,Face,2
72,NULL,3,,,0,,,NaN
73,2D_Hand,1,Hand_06_R.png,Hand_06_R.png,0,2D,Hand,6
73,NULL,3,,,0,,,NaN
74,3D_Hand,1,Hand_15_L.png,Hand_15_R.png,0,3D,Hand,15
74,NULL,3,,,0,,,NaN
75,2D_Hand,1,Hand_03_R.png,Hand_03_R.png,0,2D,Hand,3
75,NULL,7,,,0,,,NaN
76,2D_Face,1,Face_12_R.png,Face_12_R.png,0,2D,Face,12
76,NULL,3,,,0,,,NaN
77,3D_Face,1,Face_09_L.png,Face_09_R.png,0,3D,Face,9
77,NULL,3,,,0,,,NaN
78,2D_Hand,1,Hand_14_R.png,Hand_14_R.png,0,2D,Hand,14
78,NULL,7,,,0,,,NaN
79,3D_Hand,1,Hand_10_L.png,Hand_10_R.png,0,3D,Hand,10
79,NULL,3,,,0,,,NaN
80,3D_Object,1,Object_13_L.png,Object_13_R.png,0,3D,Object,13
80,NULL,3,,,0,,,NaN
81,3D_Object,1,Object_14_L.png,Object_14_R.png,0,3D,Object,14
81,NULL,3,,,0,,,NaN
82,2D_Hand,1,Hand_12_R.png,Hand_12_R.png,0,2D,Hand,12
82,NULL,3,,,0,,,NaN
83,3D_Face,1,Face_08_L.png,Face_08_R.png,0,3D,Face,8
83,NULL,7,,,0,,,NaN
84,2D_Face,1,Face_09_R.png,Face_09_R.png,0,2D,Face,9
84,NULL,3,,,0,,,NaN
85,3D_Object,1,Object_06_L.png,Object_06_R.png,0,3D,Object,6
85,NULL,7,,,0,,,NaN
86,3D_Face,1,Face_03_L.png,Face_03_R.png,0,3D,Face,3
86,NULL,7,,,0,,,NaN
87,3D_Hand,1,Hand_05_L.png,Hand_05_R.png,0,3D,Hand,5
87,NULL,3,,,0,,,NaN
88,2D_Object,1,Object_06_R.png,Object_06_R.png,0,2D,Object,6
88,NULL,3,,,0,,,NaN
89,3D_Object,1,Object_09_L.png,Object_09_R.png,0,3D,Object,9
89,NULL,3,,,0,,,NaN
90,2D_Object,1,Object_02_R.png,Object_02_R.png,0,2D,Object,2
90,NULL,7,,,0,,,NaN
91,3D_Hand,1,Hand_16_L.png,Hand_16_R.png,0,3D,Hand,16
91,NULL,3,,,0,,,NaN
92,3D_Face,1,Face_10_L.png,Face_10_R.png,0,3D,Face,10
92,NULL,3,,,0,,,NaN
93,3D_Object,1,Object_03_L.png,Object_03_R.png,0,3D,Object,3
93,NULL,3,,,0,,,NaN
94,2D_Face,1,Face_07_R.png,Face_07_R.png,0,2D,Face,7
94,NULL,7,,,0,,,NaN
95,2D_Object,1,Object_12_R.png,Object_12_R.png,0,2D,Object,12
95,NULL,3,,,0,,,NaN
96,2D_Hand,1,Hand_15_R.png,Hand_15_R.png,0,2D,Hand,15
96,NULL,7,,,0,,,NaN
97,2D_Object,1,Object_16_R.png,Object_16_R.png,0,2D,Object,16
97,NULL,7,,,0,,,NaN
98,2D_Face,1,Face_16_R.png,Face_16_R.png,0,2D,Face,16
98,NULL,3,,,0,,,NaN
0,NULL,16,,,0,,,NaN
